etl_timestamp,userId,movieId,rating,timestamp
2025-04-04 05:19:48,1.0,31.0,2.5,1260759144.0
2025-04-04 05:19:49,1.0,1029.0,3.0,1260759179.0
2025-04-04 05:19:49,1.0,1061.0,3.0,1260759182.0
2025-04-04 05:19:49,1.0,1172.0,4.0,1260759205.0
2025-04-04 05:19:49,1.0,1263.0,2.0,1260759151.0
2025-04-04 05:19:49,1.0,1287.0,2.0,1260759187.0
2025-04-04 05:19:49,1.0,1293.0,2.0,1260759148.0
2025-04-04 05:19:49,1.0,1339.0,3.5,1260759125.0
2025-04-04 05:19:49,1.0,1343.0,2.0,1260759131.0
2025-04-04 05:19:49,1.0,1371.0,2.5,1260759135.0
2025-04-04 05:19:49,1.0,1953.0,4.0,1260759191.0
2025-04-04 05:19:49,1.0,2105.0,4.0,1260759139.0
2025-04-04 05:19:49,1.0,2150.0,3.0,1260759194.0
2025-04-04 05:19:49,1.0,2193.0,2.0,1260759198.0
2025-04-04 05:19:49,1.0,2294.0,2.0,1260759108.0
2025-04-04 05:19:49,1.0,2455.0,2.5,1260759113.0
2025-04-04 05:19:49,1.0,2968.0,1.0,1260759200.0
2025-04-04 05:19:49,2.0,10.0,4.0,835355493.0
2025-04-04 05:19:49,2.0,17.0,5.0,835355681.0
2025-04-04 05:19:49,2.0,39.0,5.0,835355604.0
2025-04-04 05:19:49,2.0,47.0,4.0,835355552.0
2025-04-04 05:19:49,2.0,50.0,4.0,835355586.0
2025-04-04 05:19:49,2.0,52.0,3.0,835356031.0
2025-04-04 05:19:49,2.0,144.0,3.0,835356016.0
2025-04-04 05:19:49,2.0,153.0,4.0,835355441.0
2025-04-04 05:19:49,2.0,161.0,3.0,835355493.0
2025-04-04 05:19:49,2.0,165.0,3.0,835355441.0
2025-04-04 05:19:49,2.0,168.0,3.0,835355710.0
2025-04-04 05:19:49,2.0,185.0,3.0,835355511.0
2025-04-04 05:19:49,2.0,186.0,3.0,835355664.0
2025-04-04 05:19:49,2.0,208.0,3.0,835355511.0
2025-04-04 05:19:49,2.0,222.0,5.0,835355840.0
2025-04-04 05:19:49,2.0,223.0,1.0,835355749.0
2025-04-04 05:19:50,2.0,235.0,3.0,835355664.0
2025-04-04 05:19:50,2.0,248.0,3.0,835355896.0
2025-04-04 05:19:50,2.0,253.0,4.0,835355511.0
2025-04-04 05:19:50,2.0,261.0,4.0,835355681.0
2025-04-04 05:19:50,2.0,265.0,5.0,835355697.0
2025-04-04 05:19:50,2.0,266.0,5.0,835355586.0
2025-04-04 05:19:50,2.0,272.0,3.0,835355767.0
2025-04-04 05:19:50,2.0,273.0,4.0,835355779.0
2025-04-04 05:19:50,2.0,292.0,3.0,835355492.0
2025-04-04 05:19:50,2.0,296.0,4.0,835355395.0
2025-04-04 05:19:50,2.0,300.0,3.0,835355532.0
2025-04-04 05:19:50,2.0,314.0,4.0,835356044.0
2025-04-04 05:19:50,2.0,317.0,2.0,835355551.0
2025-04-04 05:19:50,2.0,319.0,1.0,835355918.0
2025-04-04 05:19:50,2.0,339.0,3.0,835355492.0
2025-04-04 05:19:50,2.0,349.0,4.0,835355441.0
2025-04-04 05:19:50,2.0,350.0,4.0,835355697.0
2025-04-04 05:19:50,2.0,356.0,3.0,835355628.0
2025-04-04 05:19:50,2.0,357.0,3.0,835355749.0
2025-04-04 05:19:50,2.0,364.0,3.0,835355604.0
2025-04-04 05:19:50,2.0,367.0,3.0,835355619.0
2025-04-04 05:19:50,2.0,370.0,2.0,835355932.0
2025-04-04 05:19:50,2.0,371.0,3.0,835355968.0
2025-04-04 05:19:50,2.0,372.0,3.0,835356094.0
2025-04-04 05:19:50,2.0,377.0,3.0,835355710.0
2025-04-04 05:19:50,2.0,382.0,3.0,835356165.0
2025-04-04 05:19:50,2.0,405.0,2.0,835356246.0
2025-04-04 05:19:50,2.0,410.0,3.0,835355532.0
2025-04-04 05:19:50,2.0,454.0,4.0,835355604.0
2025-04-04 05:19:50,2.0,457.0,3.0,835355511.0
2025-04-04 05:19:50,2.0,468.0,4.0,835355790.0
2025-04-04 05:19:50,2.0,474.0,2.0,835355828.0
2025-04-04 05:19:50,2.0,485.0,3.0,835355918.0
2025-04-04 05:19:50,2.0,497.0,3.0,835355880.0
2025-04-04 05:19:50,2.0,500.0,4.0,835355731.0
2025-04-04 05:19:50,2.0,508.0,4.0,835355860.0
2025-04-04 05:19:50,2.0,509.0,4.0,835355719.0
2025-04-04 05:19:50,2.0,515.0,4.0,835355817.0
2025-04-04 05:19:50,2.0,527.0,4.0,835355731.0
2025-04-04 05:19:50,2.0,537.0,4.0,835356199.0
2025-04-04 05:19:50,2.0,539.0,3.0,835355767.0
2025-04-04 05:19:50,2.0,551.0,5.0,835355767.0
2025-04-04 05:19:50,2.0,552.0,3.0,835355860.0
2025-04-04 05:19:50,2.0,586.0,3.0,835355790.0
2025-04-04 05:19:51,2.0,587.0,3.0,835355779.0
2025-04-04 05:19:51,2.0,588.0,3.0,835355441.0
2025-04-04 05:19:51,2.0,589.0,5.0,835355697.0
2025-04-04 05:19:51,2.0,590.0,5.0,835355395.0
2025-04-04 05:19:51,2.0,592.0,5.0,835355395.0
2025-04-04 05:19:51,2.0,593.0,3.0,835355511.0
2025-04-04 05:19:51,2.0,616.0,3.0,835355932.0
2025-04-04 05:19:51,2.0,720.0,4.0,835355978.0
2025-04-04 05:19:51,3.0,60.0,3.0,1298861675.0
2025-04-04 05:19:51,3.0,247.0,3.5,1298861637.0
2025-04-04 05:19:51,3.0,296.0,4.5,1298862418.0
2025-04-04 05:19:51,3.0,318.0,5.0,1298862121.0
2025-04-04 05:19:51,3.0,355.0,2.5,1298861589.0
2025-04-04 05:19:51,3.0,356.0,5.0,1298862167.0
2025-04-04 05:19:51,3.0,377.0,2.5,1298923242.0
2025-04-04 05:19:51,3.0,527.0,3.0,1298862528.0
2025-04-04 05:19:51,3.0,588.0,3.0,1298922100.0
2025-04-04 05:19:51,3.0,592.0,3.0,1298923247.0
2025-04-04 05:19:51,3.0,593.0,3.0,1298921840.0
2025-04-04 05:19:51,3.0,595.0,2.0,1298923260.0
2025-04-04 05:19:51,3.0,736.0,3.5,1298932787.0
2025-04-04 05:19:51,3.0,778.0,4.0,1298863157.0
2025-04-04 05:19:51,3.0,866.0,3.0,1298861687.0
2025-04-04 05:19:51,3.0,1197.0,5.0,1298932770.0
2025-04-04 05:19:51,3.0,1210.0,3.0,1298921795.0
2025-04-04 05:19:51,3.0,1235.0,4.0,1298861628.0
2025-04-04 05:19:51,3.0,1271.0,3.0,1298861605.0
2025-04-04 05:19:51,3.0,1378.0,4.0,1298861658.0
2025-04-04 05:19:51,3.0,1580.0,3.5,1298922089.0
2025-04-04 05:19:51,3.0,1721.0,4.5,1298923236.0
2025-04-04 05:19:51,3.0,1884.0,4.0,1298863143.0
2025-04-04 05:19:51,3.0,2028.0,4.0,1298921862.0
2025-04-04 05:19:51,3.0,2318.0,4.0,1298861753.0
2025-04-04 05:19:51,3.0,2513.0,3.0,1298861789.0
2025-04-04 05:19:51,3.0,2694.0,3.0,1298862710.0
2025-04-04 05:19:51,3.0,2702.0,3.5,1298861796.0
2025-04-04 05:19:51,3.0,2762.0,3.5,1298922057.0
2025-04-04 05:19:52,3.0,2841.0,4.0,1298861733.0
2025-04-04 05:19:52,3.0,2858.0,4.0,1298921825.0
2025-04-04 05:19:52,3.0,3243.0,3.0,1298861968.0
2025-04-04 05:19:52,3.0,3510.0,4.0,1298861633.0
2025-04-04 05:19:52,3.0,3949.0,5.0,1298863174.0
2025-04-04 05:19:52,3.0,5349.0,3.0,1298923266.0
2025-04-04 05:19:52,3.0,6377.0,3.0,1298922080.0
2025-04-04 05:19:52,3.0,7153.0,2.5,1298921787.0
2025-04-04 05:19:52,3.0,8622.0,3.5,1298861650.0
2025-04-04 05:19:52,3.0,8636.0,3.0,1298932766.0
2025-04-04 05:19:52,3.0,27369.0,3.5,1298862555.0
2025-04-04 05:19:52,3.0,44191.0,3.5,1298932740.0
2025-04-04 05:19:52,3.0,48783.0,4.5,1298862361.0
2025-04-04 05:19:52,3.0,50068.0,4.5,1298862467.0
2025-04-04 05:19:52,3.0,58559.0,3.0,1298922071.0
2025-04-04 05:19:52,3.0,84236.0,4.0,1298922130.0
2025-04-04 05:19:52,4.0,10.0,4.0,949810645.0
2025-04-04 05:19:52,4.0,34.0,5.0,949919556.0
2025-04-04 05:19:52,4.0,112.0,5.0,949810582.0
2025-04-04 05:19:52,4.0,141.0,5.0,949919681.0
2025-04-04 05:19:52,4.0,153.0,4.0,949811346.0
2025-04-04 05:19:52,4.0,173.0,3.0,949811346.0
2025-04-04 05:19:52,4.0,185.0,3.0,949920047.0
2025-04-04 05:19:52,4.0,260.0,5.0,949779042.0
2025-04-04 05:19:52,4.0,296.0,5.0,949895708.0
2025-04-04 05:19:52,4.0,329.0,3.0,949810618.0
2025-04-04 05:19:52,4.0,349.0,5.0,949810582.0
2025-04-04 05:19:52,4.0,356.0,5.0,949919763.0
2025-04-04 05:19:52,4.0,357.0,5.0,949919681.0
2025-04-04 05:19:52,4.0,364.0,5.0,949949538.0
2025-04-04 05:19:52,4.0,367.0,4.0,949895887.0
2025-04-04 05:19:52,4.0,380.0,3.0,949810534.0
2025-04-04 05:19:52,4.0,410.0,3.0,949919883.0
2025-04-04 05:19:52,4.0,431.0,3.0,949895772.0
2025-04-04 05:19:53,4.0,434.0,4.0,949810688.0
